RSPO,Numer telefonu,Adres email,Adres www
17649,774127201,pp1lb@o2.pl,pp1lewinbrzeski.pl
17651,774127682,ppnr2lewinb@poczta.onet.pl,
17652,774125396,przedszkolelosiow@wp.pl,
17653,774121083,PPSkorogoszcz@gmail.com,ppskorogoszcz.pl
17654,774120004,pp.przecza@op.pl,
7433,774129717,zs_olszanka@wodip.opole.pl,https://pzspolszanka.szkolna.net
7735,668229655,dyrektor@szkolawprzylesiu.pl,www.szkolawprzylesiu.pl
7849,774156254,psp.jankwielkie@interia.pl,www.spjankowice.edupage.org
7849,774156254,psp.jankwielkie@interia.pl,www.spjankowice.edupage.org
83261,774036950,zs_baborow@wodip.opole.pl,http://www.zs_baborow.wodip.opole.pl/
268438,669080001,biuro@piccolino-glubczyce.pl,www.piccolino-glubczyce
31928,774852744,sekretariat@sp1glubczyce.eu,
34826,774853924,spgoluszowice@poczta.onet.pl,goluszowice.pl
91425,774857110,zslisiecice@zslisiecice.pl,zslisiecice.pl
91774,774853826,spbogdanowice@wp.pl,www.spbogdanowice.pl
133776,774852702,sekretariat@sp3glubczyce.pl,www.sp3glubczyce.pl
60123,774852720,sosw_glubczyce@poczta.onet.pl,sosw.powiatglubczycki.pl
60123,774852720,sosw_glubczyce@poczta.onet.pl,sosw.powiatglubczycki.pl
9706,774852701,lo@zso.powiatglubczycki.pl,lo.powiatglubczycki.pl
28524,774851722,szkolanasiedle@onet.pl,szkolanasiedle.szkolna.net
23048,774812861,pp7@kedzierzynkozle.pl,
23109,774823570,pp12@kedzierzynkozle.pl,
26966,774823623,pp14@kedzierzynkozle.pl,
26970,774829570,ochronkakedzierzyn@gmail.com,
26970,774829570,ochronkakedzierzyn@gmail.com,
26976,774822538,pp15@kedzierzynkozle.pl,www.przedszkolenr15.pl
27002,774823518,pp17@kedzierzynkozle.pl,
29586,774834023,pp26@kedzierzynkozle.pl,www.przedszkole26.org
31032,774723801,pp23@kedzierzynkozle.pl,
31032,774723801,pp23@kedzierzynkozle.pl,
31219,774832325,pp6@kedzierzynkozle.pl,
21279,774833034,psp9@kedzierzynkozle.pl,www.psp9.kursor.pl
42163,774823672,psp15@kedzierzynkozle.pl,www.zsm2kkozle.pl
262719,691050395,usmiech.dziecka1@wp.pl,
8519,774828801,zsp1@kedzierzynkozle.pl,www.zsp1.kedzierzyn-kozle.edu.pl
29472,774825950,zs1@zs1.edu.pl,www.zs1.edu.pl
29532,774061650,sekretariat@zegluga.edu.pl,www.zegluga.edu.pl
29695,774834993,sekretariat@slawiecice.edu.pl,www.slawiecice.edu.pl
34683,774823564,zss.kkozle@op.pl,www.szkolabrzechwy.pl
48436,774823108,medyk@k-k.pl,www.msz.k-k.pl
272389,774848772,kotlarnia.przedszkole@interia.pl,ppkotlarnia.pl
57719,774830512,dspsolarnia@poczta.onet.pl,www.spsolarnia.szkolnastrona.pl
73524,774871168,pspland@poczta.onet.pl,www.landzmierz.szkola.pl
22297,774879130,g_gosciecin@wodip.opole.pl,
56421,774828430,przedszkolemechnica@wp.pl,przedszkole-mechnica.pl
56416,774820150,zsprw@tlen.pl,zsprw.pl
56418,774820147,szkola.pokrzywnica@wp.pl,zsppokrzywnica.pl
56419,774820158,szkola@zspwiekszyce.pl,www.zspwiekszyce.pl/
16955,774474784,pp1@ao.kluczbork.pl,www.pp1.kluczbork.pl
16961,774181061,pp5@ao.kluczbork.pl,www.pp5.kluczbork.pl
16961,774181061,pp5@ao.kluczbork.pl,www.pp5.kluczbork.pl
17646,774181310,psp2@ao.kluczbork.pl,www.psp2.kluczbork.pl
8195,774181104,sekretariat@zslt.klucznet.pl,www.zslt.klucznet.pl
23522,774181270,sekretariat@zsokluczbork.pl,zsokluczbork.pl
21986,774188695,sp_wasice@poczta.onet.pl,
64797,774666297,sekretariat@pp3gogolin.pl,pp3gogolin.pl
68113,774666377,info@pp1gogolin.pl,pp1gogolin.pl
68113,774666377,info@pp1gogolin.pl,pp1gogolin.pl
60829,774671057,spspgorazdze@onet.eu,
64343,774671948,sekretariat@pspmalnia.pl,www.pspmalnia.pl
64344,774671119,sekretariatpspkn@vp.pl,www.pspkamien.szkolniaki.pl
51254,774460333,pp2@krapkowice.pl,www.pp2.krapkowice.pl
53473,774661263,poradnia@powiatkrapkowicki.pl,www.poradnia.powiatkrapkowicki.pl
48181,774672114,zsprogowop@krapkowice.pl,www.zsp3rogowopolski.krapkowice.pl
49240,774673108,zspkornica@krapkowice.pl,www.kornica.pl
53165,774661338,sekretariat@zamek.krapkowice.pl,www.zamek.krapkowice.pl
53472,774661417,zss.sekretariat@powiatkrapkowicki.pl,www.zss.powiatkrapkowicki.pl
21777,774668123,sekretariat@pspstrzeleczki.pl,spstrzeleczki.edupage.org
60966,774830370,przedszkolepp6@wp.pl,www.przedszkole6.szkolnastrona.pl
66211,774844421,ppzyrowa@przedszkolezyrowa.pl,www.przedszkolezyrowa.pl
66211,774844421,ppzyrowa@przedszkolezyrowa.pl,www.przedszkolezyrowa.pl
66306,774844121,przedszkole5@teczowapiatka.pl,www.teczowapiatka.pl
66301,774845230,psp3@zdzieszowice.pl,psp3.zdzieszowice.pl
41187,774194193,spdomaszowice@wodip.opole.pl,www.spdomaszowice.wodip.opole.pl
29404,774101365,sekretariat@sp5namyslow.szkolnastrona.pl,http://sp5namyslow.szkolnastrona.pl/
262212,774100264,g1namyslow@wodip.opole.pl,http://www.sp1namyslow.szkolnastrona.pl/
85927,774107060,lonamyslow@wodip.opole.pl,http://lonamyslow.wodip.opole.pl/old/
11856,774100788,smarchowice.zsp@wp.pl,www.zsp-smarchowice.pl
11857,774191410,sekretariat@zspgluszyna.szkolnastrona.pl,www.zspgluszyna.szkolnastrona.pl
85926,774100522,sekretariat@zssnamyslow.pl,
6105,774195506,przedszkole@wilkow.pl,
25910,774398033,gieralcice@poczta.onet.pl,www.pspgieralcice.pl
271603,,liceumglucholazy@gmail.com,https://liceum-glucholazy.pl
86406,774391462,zsglucholazy@wodip.opole.pl,www.zsglucholazy.pl
262763,0774365233,sp2korfantow@interia.pl,www.sp2korfantow.pl
5040,774343847,zspkorfantow@interia.pl,zspkorfantow.pl
274413,774319607,sp_wlodary@poczta.onet.pl,www.zspwlodary.pl
278157,604519730,krzyskow.g@gmail.com,
18948,774332843,p1@gzo.nysa.pl,
21721,774358470,p9@gzo.nysa.pl,
21728,774334136,p12@gzo.nysa.pl,
22020,774310620,p10@gzo.nysa.pl,
22201,774355004,p6@gzo.nysa.pl,
32107,774332133,p5@gzo.nysa.pl,
133288,774354486,zsplipowa@interia.pl,zsplipowa.edupage.org
6648,774354486,zsplipowa@interia.pl,www.zsplipowa.edupage.org
18986,774332261,sp3@gzo.nysa.pl,sp3nysa.edu.pl
21723,774310576,sp10@gzo.nysa.pl,
21724,774333121,sp1@gzo.nysa.pl,
59905,774093360,nsp_nysa@wodip.opole.pl,www.nspiprzedszkole.nysa.pl
92505,774333331,locarol@poczta.onet.pl,carolinum.edu.pl
122671,602767926,kontakt@spoldzielnia-parasol.pl,
21759,774356728,kopernik@gzo.nysa.pl,www.zspkoperniki.szkolnastrona.pl
21773,774356427,niwnica@gzo.nysa.pl,
123703,774332236,zps_nysa@zpsnysa.pl,http://www.zpsnysa.pl
20319,774326591,pp1paczkow@interia.pl,
20320,774316592,elamirek4@wp.pl,
67863,343506475,ablachecka@op.pl,
67854,343537535,nsp.bzinica@poczta.onet.pl,nspbzinica.wodip.opole.pl
67856,343537207,sekretariat@pspturza.pl,http://pspturza.pl/
44698,+48343594024,parkowyskrzat@wp.pl,
39750,+48343593026,pspkozlowice@gmail.com,
72316,343582838,ewaorzeszyn@interia.pl,www.przedszkole3.olesno.pl
88533,343583282,psp2.sekretariat@gmail.com,www.psp2.mojeolesno.pl
262280,343582082,sekgim1olesno@interia.pl,
25681,343583806,lo_olesno@wodip.opole.pl,http://liceum.mojeolesno.pl
478366,343596027,sekretariat@zspborkiwielkie.pl,zspborkiwielkie.pl
478367,343596323,sowczycepsp@poczta.onet.pl,
53238,343591926,felice1@op.pl,
43953,343591032,sekretariat@sp3.praszka.pl,www.sp3.praszka.pl
25757,343591040,sekretariat@lo.praszka.pl,http://lo.praszka.pl
41233,343592542,pspstrojec1@wp.pl,
43917,343591413,zpswpraszce@tlen.pl,zpswpraszce.pl
21368,343599902,pspkoscieliska@gmail.com,https://pspk.edupage.org/
21808,343593624,pspzytniow@rudniki.pl,www.pspzytniow.szkolnastrona.pl
21883,343595039,pspjaworzno@rudniki.pl,www.pspjaworzno.szkolnastrona.pl
44211,343506336,edu_res-julianpol@o2.pl,www.edu-res.pl
119442,774592433,zlobek-suchoborek@wp.pl,suchoborek.szkolnastrona.pl
42100,774641070,ppdabrowa@gminadabrowa.pl,
42100,774641070,ppdabrowa@gminadabrowa.pl,
42102,774642017,ppnarok@gminadabrowa.pl,https://przedszkolenarok.szkolnastrona.pl/
275363,,przedszkolemechnice@gmail.com,
84726,774695668,sobel8@wp.pl,www.autyzmopole.pl
87813,774695761,przedszkole_osf@wp.pl,www.przedszkoledobrzen.pl
87823,774695645,ochronkachroscice@gmail.com,www.ochronkachroscice.pl
61407,774695668,autyzmopole@o2.pl,www.autyzmopole.pl
61407,774695668,autyzmopole@o2.pl,www.autyzmopole.pl
81635,774032820,sekretariat@zsdobrzenwielki.pl,zsdobrzenwielki.pl
12393,7746464199,przedszkole@pppnw.komprachcice.pl,pppnw.komprachcice.pl
12400,774646251,kontakt@ppochodze.komprachcice.pl,www.ppocho.szkolnastrona.pl
12395,774646138,kontakt@pspwawelno.pl,www.pspwawelno.pl
12397,774646176,pspdomecko@o2.pl,www.szkola.domecko.pl
48999,774215090,pp.lubniany@lubniany.pl,www.przedszkolalubniany.lh.pl
49000,774215830,anielskieprzedszkole90@gmail.com,
49002,774211012,pp.jelowa@lubniany.pl,www.lubnianskie-przedszkola.http.pl
263464,775560084,przedszkole@kolorowazebra.opole.pl,www.kolorowazebra.pl
79097,774214027,pspmurow@murow.pl,www.pspmurow.murow.pl
79097,774214027,pspmurow@murow.pl,www.pspmurow.murow.pl
55603,774606407,dyrektor.pp1n@cuwniemodlin.pl,https://bajkaniemodlin.szkolnastrona.pl/
56133,774032208,plyszczarczyk@o2.pl,
56133,774032208,plyszczarczyk@o2.pl,
56133,774032208,plyszczarczyk@o2.pl,
55553,774609902,psprogi@gmail.com,sp-rogi.pl
55602,774609823,graczeszkoly@wp.pl,spgracze.szkolnastrona.pl
25145,774651959,info@pp1.ozimek.pl,pp1.ozimek.pl
25164,774651273,info@pp3dylaki.ozimek.pl,pp3dylaki.ozimek.pl
25199,774653823,info@pp5krasiejow.ozimek.pl,pp5krasiejow.ozimek.pl
27147,774651236,info@spkrasiejow.ozimek.pl,spkrasiejow.ozimek.pl
27337,774655151,info@pspszczedrzyk.ozimek.pl,pspszczedrzyk.ozimek.pl
27456,774651919,info@psp1.ozimek.pl,www.psp1.ozimek.pl
32118,774654375,info@sp3.ozimek.pl,sp3.ozimek.pl
62430,774651444,info@spantoniow.ozimek.pl,spantoniow.ozimek.pl
62431,774651276,info@sp2.ozimek.pl,sp2.ozimek.pl
46606,774692133,pp.popielow@popielow.pl,
46606,774692133,pp.popielow@popielow.pl,
46607,774697167,pp.karlowice@popielow.pl,
46608,774692149,pp.siolkowice@popielow.pl,www.ppsiolkowice.pl
46602,774697237,psp.karlowice@popielow.pl,
13341,0774648017,zespol@zsp-zlotniki.pl,
13343,0774648578,zespol@zsp-boguszyce.pl,www.zsp-boguszyce.pl
61396,774648070,sekretariat@pomologia.pl,www.pomologia.pl
77984,774643360,pp.przywory@wp.pl,przywory.eu
73523,774643368,pspkatyopolskie@gmail.com,www.pspkatyopolskie.edupage.org
89316,774600165,przedszkole@tulowice.pl,
84797,774212566,pp.turawa@oswiata-turawa.pl,www.przedszkoleturawa.pl
84828,774212467,pp.wegry@oswiata-turawa.pl,
84974,774212802,pp.zawada@oswiata-turawa.pl,https://www.przedszkolezawada.pl/
84974,774212802,pp.zawada@oswiata-turawa.pl,https://www.przedszkolezawada.pl/
86981,692212501,szkola@przyjazna-szkola.pl,www.przyjazna-szkola.pl
89764,774213003,naszaszkolakt@gmail.com,www.ssp_kadlub.wodip.opole.pl
19572,774373288,pp4glogowek@glogowek.pl,ppnr4glogowek.szkolnastrona.pl
17604,505041584,sylwiai_9@tlen.pl,
3857,0774363530,zss_prudnik@wodip.opole.pl,www.zss_prudnik.wodip.opole.pl
3676,774067980,sp3prudnik@gmail.com,
3858,0774362095,zsr_prudnik@wodip.opole.pl,www.zsrprudnik.pl
16219,774366423,szkolamoszczanka@wp.pl,szkolamoszczanka.pl
48437,774362784,medyk@zskorczak-prudnik.pl,www.zskorczak-prudnik.pl
48437,774362784,medyk@zskorczak-prudnik.pl,www.zskorczak-prudnik.pl
64400,774632335,szkopiotrowka@poczta.onet.pl,
57159,774611260,przedszkole.staniszcze@onet.pl,
58114,774611158,szkolfos@tlen.pl,www.pspstaniszczewielkie.pl
82593,774615333,przedszkole@lesnica.pl,www.przedszkole.lesnica.pl
82593,774615333,przedszkole@lesnica.pl,www.przedszkole.lesnica.pl
82593,774615333,przedszkole@lesnica.pl,www.przedszkole.lesnica.pl
128346,535376879,snrreiron@vp.pl,
480904,883964040,biuro@przedszkole-strzelce.pl,
480904,883964040,biuro@przedszkole-strzelce.pl,
64946,774612225,sekretariat@lostrzelce.pl,www.lostrzelce.pl
13609,774613026,sekretariat@ppp.powiatstrzelecki.pl,www.pppstrzelce.szkolnastrona.pl
271689,774636386,sekretariat@zposucha.strzelceopolskie.edu.pl,
68274,774616485,przedszkole@ppnr2.zawadzkie.pl,www.ppnr2.zawadzkie.pl
68277,774616497,pp3zawadzkie@op.pl,www.ppnr3.zawadzkie.pl
68277,774616497,pp3zawadzkie@op.pl,www.ppnr3.zawadzkie.pl
273429,,barbara.maciosek1985@o2.pl,https://www.facebook.com/Akademia-Przedszkolaka-%C5%BB%C4%99dowice-103392847720646/
68267,774616375,sekretariat@psp.zawadzkie.pl,psp.zawadzkie.pl
41021,774620049,zss_zawadzkie@interia.pl,www.zsszawadzkie.szkolna.net
8026,774551770,dyrektor@pp4.opole.pl,
8047,774542440,pp6@opoleprzedszkole.pl,
8098,774543830,pp14@opoleprzedszkole.pl,pp14.opoleprzedszkole.pl
8293,774543551,pp21@opoleprzedszkole.pl,pp21.opoleprzedszkole.pl
8301,774562014,dyrektor@bajkowarodzina.opole.pl,pp22.opoleprzedszkole.pl
8340,774536286,pp25@opoleprzedszkole.pl,
8371,774536722,dyrektor.pp28@opoleprzedszkole.pl,https://pp28.opoleprzedszkole.pl
8411,774638002,pp30@opoleprzedszkole.pl,www.pp30.opoleprzedszkole.pl
8882,774562783,info@pp44.opole.pl,pp44.opoleprzedszkole.pl
9099,774572081,dyrektor.pps53@opoleprzedszkole.pl,https://pp53.opoleprzedszkole.pl/
9104,774421429,pp54@opoleprzedszkole.pl,
12401,774743690,ppchmielowice@poczta.fm,
25421,0774539870,info@przedszkolka.pl,www.przedszkolka.pl
42103,774570018,dyrektor.pp62@opoleprzedszkole.pl,pp62.opoleprzedszkole.pl
87800,774695211,pp59@opoleprzedszkole.pl,www.pp59.opoleprzedszkole.pl
5822,774542885,szkola@psp2.opole.pl,psp2.opole.pl
6969,774744080,sekretariat@psp10opole.eu,www.psp10opole.eu
7033,774556713,sekretariat@psp11.opole.pl,psp11.opole.pl
7033,774556713,sekretariat@psp11.opole.pl,psp11.opole.pl
7633,774544110,psp21opole@wodip.opole.pl,www.psp21opole.pl
7668,774552803,szkola@psp15.opole.pl,www.psp15.opole.pl
7668,774552803,szkola@psp15.opole.pl,www.psp15.opole.pl
7682,774563714,sekretariat@psp24.opole.pl,http://psp24.opole.pl/
133651,774745172,szkola@psp33.opole.pl,www.psp33.opole.pl
133645,774542135,sekretariat@lo8.opole.pl,lo8.opole.pl
133649,774027780,sekretariat@plo9.opole.pl,www.plo9.opole.pl
74650,774461500,opole@teb-edukacja.pl,www.teb.pl
34788,774542714,mdk@mdk.opole.pl,www.mdk.opole.pl
122802,774458555,cliro@cliro.pl,www.cliro.pl
273452,604155156,biuro@blekitnazyrafa.pl,www.blekitnazyrafa.pl
273452,604155156,biuro@blekitnazyrafa.pl,www.blekitnazyrafa.pl
6571,774536641,szkola@zse.opole.pl,www.ekonomik.opole.pl
6571,774536641,szkola@zse.opole.pl,www.ekonomik.opole.pl
6685,774544134,sekretariat@zsm.opole.pl,www.zsm.opole.pl
6704,774745359,sekretariat@zsz4.opole.pl,zsz4.opole.pl
6768,774573481,sekretariat@psp28.opole.pl,
132223,774008009,sp.montessori.opole@onet.eu,http://www.montessori-opole.eu/
132223,774008009,sp.montessori.opole@onet.eu,http://www.montessori-opole.eu/
26899,134613960,sekretariat@spustjanowa.pl,www.spustianowa.szkolnastrona.pl
27784,134601008,sekretariat@spropienka.pl,www.spropienka.szkolnastrona.pl
23596,134611447,bzszustrzyki@wp.pl,
109252,134341254,psnr1b@wp.pl,ps1brzozow.pl
109255,134341255,ps2humniska@o2.pl,https://humnisie.edupage.org/
109256,134395148,grabownicaps@gmail.com,www.psgrabownica.brzozow.pl
109303,134393030,spzmiennica@poczta.onet.pl,www.spzmiennica.cba.pl
42107,134341774,lobrzozow@gmail.com,http://lobrzozow.edupage.org/
83460,134303108,szkola_konskie@poczta.onet.pl,
30149,134393004,siostryjasionow27@gmail.com,
31083,134392230,sp.jablonica@haczow.pl,www.spjablonicapolska.edupage.org
18663,146812596,przedszkole6debica@interia.pl,pm6debica.szkolnastrona.pl
18663,146812596,przedszkole6debica@interia.pl,pm6debica.szkolnastrona.pl
18664,146812597,pm7.debica@op.pl,
18664,146812597,pm7.debica@op.pl,
19282,146703682,ochronka@siostry.net,wychowanie.siostry.net
17482,146812602,szkolapodstawowanr9@interia.pl,sp9.com.pl
6887,146813574,dyrekcja@kwiatek.edu.pl,www.kwiatek.edu.pl
8678,146778598,zss-debica@oswiata.org.pl,www.zss-debica.oswiata.org.pl
8678,146778598,zss-debica@oswiata.org.pl,www.zss-debica.oswiata.org.pl
8678,146778598,zss-debica@oswiata.org.pl,www.zss-debica.oswiata.org.pl
31426,146398010,przedszkolebrzostek@interia.pl,http://przedszkolebrzostek.blizej.info
12472,146833747,spgorzejowa@autograf.pl,http://www.spgorzejowa.pl
18303,146824591,jzso@poczta.onet.pl,
7306,146830321,zsdyrekcja@poczta.onet.pl,www.zsbrzostek.pl
64450,146395939,zdzarysp@educzarna.pl,http://www.zdzarysp.educzarna.pl
18194,146818739,dyrekcja@zszpustkow.edu.pl,www.zszpustkow.edu.pl
34751,1468154678,zspustynia@gzeas.pl,www.pustynia.ugdebica.pl
34970,146815436,zslatoszyn@gzeas.pl,latoszyn.ugdebica.pl
263432,660190856,eciurkot@onet.pl,http://www.przedszkole-jodlowa.pl
263432,660190856,eciurkot@onet.pl,http://www.przedszkole-jodlowa.pl
113826,146833049,sp1jodlowa@jodlowa.eu,
278273,146666361,spdeborzyn@jodlowa.eu,
52496,146725234,przedszkole.lekigorne@onet.pl,
69741,146817347,zsstrzegocice@wp.pl,spstrzegocice.edupage.org
13218,146818099,dyrekcja@zspbobrowa.pl,zspbobrowa.pl
13403,,zspstraszecin@gmail.com,
20335,166216213,mp4jaroslaw@wp.pl,www.mp4jaroslaw.pl
20336,166215389,sekretariat@mp8.jaroslaw.pl,montessori.jaroslaw.pl
20336,166215389,sekretariat@mp8.jaroslaw.pl,montessori.jaroslaw.pl
20336,166215389,sekretariat@mp8.jaroslaw.pl,montessori.jaroslaw.pl
20337,166212026,dyrektor@mp9.jaroslaw.pl,
20359,166216135,s_jar@interia.pl,
44559,694356621,au.jaroslaw@poczta.fm,
125474,660567043,martamac1@interia.pl,
132205,793715112,profilowaneprzedszkole@wp.pl,
276261,515068130,sekretariat@mikolajkoweprzedszkole.pl,
279310,,bajkowe.przedszkole@onet.pl,
20332,166212393,sekretariat@sp9.jaroslaw.pl,
20345,166216077,sekretariat@sp7.jaroslaw.pl,
20348,166212443,sekretariat@sp11.jaroslaw.pl,www.sp11jaroslaw.pl
20357,166217457,sp.niepokalanki@gmail.com,sp.niepokalanki.edu.pl
125282,163000333,smsjaroslaw@gmail.com,www.smsjaroslaw.pl
264190,163000333,smsjaroslaw@gmail.com,www.smsjaroslaw.pl
103598,166212418,zsp@plastykjaroslaw.pl,www.gov.pl/web/plastykjaroslaw/
15857,166212307,sow@sow1.pl,sow1jaroslaw.pl
15849,166212563,kontakt@zpowjaroslaw.pl,www.zpowjaroslaw.pl
82462,166281539,psradymno@op.pl,
85875,166281595,p.radymno@op.pl,
73571,0166222508,zamiechow@gazeta.pl,www.zamiechow.szkolnastrona.pl
478568,166222846,splowce@gmail.com,
27528,166217040,smunina@onet.eu,
27528,166217040,smunina@onet.eu,
27521,166224987,spmak1@op.pl,https://spmakowisko.edupage.org
27527,,zspwp@op.pl,www.sppelkinska.edupage.org
104546,166283066,siostrysosnica@interia.pl,
104546,166283066,siostrysosnica@interia.pl,
90452,166233701,s.szowsko@onet.eu,
70336,166223003,szkola_molodycz@o2.pl,spmolodycz.edupage.org
73801,166233704,spszowsko@wp.pl,spszowsko.pl
30213,0134463433,przedszkole2@mojapoczta.net,http://przedszkole2jaslo.szkolnastrona.pl
30218,134406140,przedszkole11_jaslo@op.pl,www.pm11jaslo.szkolnastrona.pl/
267198,797907033,jasloprzedszkole@michalitki.pl,www.michalitki.pl
48427,134464630,sp70@op.pl,http://www.sp7jaslo.edu.pl/
83598,134463674,sp2_jaslo@o2.pl,http://www.sp2jaslo.pl
28625,0134463464,sekretariat@1lojaslo.pl,www.1lojaslo.pl
275114,881777165,jaslo@poradniazuzia.pl,www.poradniazuzia.pl
15575,134469712,zsm1@zsm1jaslo.pl,http://www.zsm1jaslo.edupage.org
15577,134465885,sp12@zsm3jaslo.pl,http://www.zsm3jaslo.pl
26208,0134464403,sekretariat@ekonomik.org.pl,www.ekonomik.org.pl
26208,0134464403,sekretariat@ekonomik.org.pl,www.ekonomik.org.pl
81435,0134483542,sekretariat@zs3jaslo.pl,www.zs3jaslo.pl
131197,134468357,sp10j@wp.pl,http://www.sp10jaslo.szkolnastrona.pl/
262799,134460104,spbrzyska@interia.pl,www.zspbrzyska.szkolnastrona.pl
272138,134413103,spcieklin@poczta.onet.pl,spcieklin.szkolna.net
20651,134428545,SPniepla@gmail.com,spniepla.yolasite.com
21070,134428095,sekretariat@szkolaszebnie.pl,www.zsszebnie.szkolnastrona.pl
21138,134468805,gimwarzyce@interia.pl,www.zswarzyce.szkolnastrona.pl
128715,134420312,przedszkole.biezdziadka@wp.pl,
81410,0134460214,zskolaczyce@poczta.fm,www.lo-kolaczyce.pl
43886,134465604,zspigkraj@op.pl,www.krajowice-szkola.org
106373,134415660,splysagora2@poczta.onet.pl,
109140,134415031,nzsp@poczta.onet.pl,www.nowyzmigrod.edu.pl
109416,134417252,zsnienaszow@wp.pl,
109417,134415291,splezyny@poczta.onet.pl,https://lezyny.edu.pl/
131080,0134415625,sekretariat@lonowyzmigrod.pl,www.lonowyzmigrod.pl
131080,0134415625,sekretariat@lonowyzmigrod.pl,www.lonowyzmigrod.pl
30231,134420009,sppiel@poczta.fm,https://sppielgrzymka.szkolnastrona.pl/
124024,134420008,spzawadkaosiecka@wp.pl,spzawadkaosiecka.pl
7680,134491031,splisow@poczta.onet.pl,www.splisow.pl
88769,134255505,przedszkole@tarnowiec.eu,www.przedszkole.tarnowiec.eu
128462,134424721,umieszcz.nzs@onet.pl,www.umieszcz.szkolnastrona.pl
31047,177441713,niepublicznaszkola@onet.eu,jagodnik.cmolas.org
31046,177441713,niepublicznaszkola@onet.eu,jagodnik.cmolas.org
14417,172271004,przedszkole3kolbuszowa@tlen.pl,przedszkole3kolbuszowa.bloog.pl
14434,177446222,kupno@rzeszow.opoka.org.pl,
14434,177446222,kupno@rzeszow.opoka.org.pl,
15267,172271187,przedszkole0@gmail.com,
125770,533038500,przedszkole_slonecznyzakatek@wp.pl,www.slonecznyzakatek-kolbuszowa.pl
125770,533038500,przedszkole_slonecznyzakatek@wp.pl,www.slonecznyzakatek-kolbuszowa.pl
125770,533038500,przedszkole_slonecznyzakatek@wp.pl,www.slonecznyzakatek-kolbuszowa.pl
18215,172271811,szkolabukowiec@wp.pl,spbukowiec37.edupage.org
18215,172271811,szkolabukowiec@wp.pl,spbukowiec37.edupage.org
18257,172271882,szare_szeregi@tlen.pl,https://spkolbuszowagorna.edupage.org/
16431,172271545,lo_kolb@wp.pl,lokolbuszowa.edupage.eu
16431,172271545,lo_kolb@wp.pl,lokolbuszowa.edupage.eu
17526,172271581,spkolbuszowadolna@op.pl,https://zsskolbuszowadolna.edupage.org
29167,158472103,spkrzatka@poczta.onet.pl,www.spkrzatka.szkolna.net
29258,158471017,pspwolarusinowska@o2.pl,https://pspwolarusinowska.szkolna.net/
35024,607202146,sphucisko@poczta.onet.eu,sphucisko.szkolna.net
48450,177443089,splipnica@poczta.onet.pl,splipnica.pl
480410,535528473,przedszkole@magicznyswiat.com.pl,www.magicznyswiat.com.pl
19500,134314325,spfaliszowka1@op.pl,www.spfaliszowka.szkolna.net
20988,134317211,draganowa@wp.pl,
20895,134313097,zsipbobrka@onet.pl,
58779,134350241,przedszkole.iz@interia.pl,przedszkole-jp2.pl
58779,134350241,przedszkole.iz@interia.pl,przedszkole-jp2.pl
22962,134375431,sekretariat@zsgh.pl,www.zsgh.pl
22987,134351811,zs@iwonicz.pl,www.zs.iwonicz.pl
49773,134352023,sppiotrowka@jedlicze.pl,www.sppiotrowka.jedlicze.pl
69838,134381120,spjedlicze@jedlicze.pl,www.spjedlicze.jedlicze.pl
21068,134352014,lojedlicze@krosno.home.pl,www.lojedlicze.pl
49767,506434540,dianabobusia@o2.pl,
21093,134352020,zs.jedlicze@idsl.pl,www.zsjedlicze.pl
53805,134315513,sp@spiskrzynia.pl,www.spiskrzynia.pl
30225,134334647,siostrykroscienkowyzne@wp.pl,
13722,134353070,sekretariat@mzsp.pl,mzsp.pl
87596,134355059,przedszkole.rymanow@onet.eu,www.przedszkole-rymanow.pl
120257,795961781,biuro@montessori-rymanow.pl,www.montessori-rymanow.pl
14866,134359151,sp.glebokie@elementarz.edu.pl,spglebokie.edupage.org
14887,134358102,zsp_bzianka@wp.pl,spbzianka.idl.pl
264094,795961781,biuro@montessori-rymanow.pl,www.montessori-rymanow.pl
34461,134356620,orew.rymanow@psoni.org.pl,www.psoni-rymanow.org/
25772,134357404,dwdz@vp.pl,www.dwdz-rymanowzdroj.vot.pl
87327,134355020,zsprymanow@rymanow.pl,www.zsprymanow.pl
92043,134357493,zpsbiuro@poczta.onet.pl,www.zss-rymanow.pl
279510,134312604,gpodrzykon@wojaszowka.pl,
12033,134311629,sp.bratkowka@interia.pl,
19931,134311727,gimnazjumodrzykon@poczta.fm,www.spodrzykon.edupage.org
279522,134385147,gpwoj@wp.pl,
73026,134310225,zspjasliska@onet.pl,
89364,172421589,ochronka.04@onet.pl,
38982,172420799,sekretariat@ppp.lezajsk.pl,www.ppp.lezajsk.pl
6903,172420019,sekretariat@zslchrobry.lezajsk.pl,www.zslchrobry.lezajsk.pl
53317,172436011,spopal@poczta.onet.pl,www.spopaleniska.grodziskodolne.pl
68667,172420541,spbiedaczow@poczta.gminalezajsk.pl,www.spbiedaczow.edu.pl
92461,172420695,spstarem@poczta.gminalezajsk.pl,www.spstaremiasto.gminalezajsk.pl
61487,172429041,zsdebno@poczta.gminalezajsk.pl,www.zsdebno.edu.pl
85537,172416426,p_l@nowasarzyna.eu,
85562,172413832,p_ns1@nowasarzyna.eu,www.p1nsarzyna.edupage.org
85530,172417002,sp_wola_zarczycka@op.pl,www.spwolazarczycka.edupage.org
